立法委員,影片編號,影片日期,影片標題,觀看網址,影片資訊
王惠美,79371,"2015-01-07 11:02:47",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79371/1M,8/2738/201501/20150107_110247.json
王進士,79547,"2015-01-13 17:13:24",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79547/1M,8/2828/201501/20150113_171324.json
王進士,79363,"2015-01-07 11:30:21",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79363/1M,8/2828/201501/20150107_113021.json
王進士,79259,"2015-01-05 11:50:21",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79259/1M,8/2828/201501/20150105_115021.json
田秋堇,79743,"2015-01-23 14:59:11",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79743/1M,8/2751/201501/20150123_145911.json
田秋堇,79735,"2015-01-22 20:16:27",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79735/1M,8/2751/201501/20150122_201627.json
田秋堇,79733,"2015-01-22 19:56:26",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79733/1M,8/2751/201501/20150122_195626.json
田秋堇,79727,"2015-01-21 12:38:35",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79727/1M,8/2751/201501/20150121_123835.json
田秋堇,79454,"2015-01-08 16:56:59",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79454/1M,8/2751/201501/20150108_165659.json
田秋堇,79435,"2015-01-08 11:06:43",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79435/1M,8/2751/201501/20150108_110643.json
田秋堇,79357,"2015-01-07 11:03:41",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79357/1M,8/2751/201501/20150107_110341.json
江啟臣,79726,"2015-01-21 12:25:04",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79726/1M,8/2756/201501/20150121_122504.json
江啟臣,79601,"2015-01-15 10:32:24",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79601/1M,8/2756/201501/20150115_103224.json
江啟臣,79485,"2015-01-12 10:15:45",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79485/1M,8/2756/201501/20150112_101545.json
江啟臣,79400,"2015-01-07 11:54:07",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79400/1M,8/2756/201501/20150107_115407.json
江啟臣,79350,"2015-01-07 11:01:50",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79350/1M,8/2756/201501/20150107_110150.json
江啟臣,79252,"2015-01-05 11:10:42",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79252/1M,8/2756/201501/20150105_111042.json
江惠貞,79671,"2015-01-20 17:04:20",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79671/1M,8/2740/201501/20150120_170420.json
江惠貞,79538,"2015-01-13 12:16:35",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79538/1M,8/2740/201501/20150113_121635.json
江惠貞,79452,"2015-01-08 16:35:11",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79452/1M,8/2740/201501/20150108_163511.json
江惠貞,79338,"2015-01-07 10:00:13",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79338/1M,8/2740/201501/20150107_100013.json
江惠貞,79305,"2015-01-06 17:13:32",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79305/1M,8/2740/201501/20150106_171332.json
何欣純,79414,"2015-01-08 10:13:40",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79414/1M,8/2741/201501/20150108_101340.json
何欣純,79381,"2015-01-07 11:53:17",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79381/1M,8/2741/201501/20150107_115317.json
何欣純,79238,"2015-01-05 10:05:36",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79238/1M,8/2741/201501/20150105_100536.json
吳育仁,79443,"2015-01-08 15:02:20",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79443/1M,8/2764/201501/20150108_150220.json
吳育仁,79335,"2015-01-07 09:29:04",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79335/1M,8/2764/201501/20150107_092904.json
吳育昇,79713,"2015-01-21 11:21:06",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79713/1M,8/2717/201501/20150121_112106.json
吳育昇,79575,"2015-01-14 11:20:48",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79575/1M,8/2717/201501/20150114_112048.json
吳育昇,79265,"2015-01-05 10:03:18",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79265/1M,8/2717/201501/20150105_100318.json
吳秉叡,79691,"2015-01-21 09:42:39",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79691/1M,8/2718/201501/20150121_094239.json
吳秉叡,79502,"2015-01-12 11:15:10",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79502/1M,8/2718/201501/20150112_111510.json
吳秉叡,79469,"2015-01-12 09:16:34",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79469/1M,8/2718/201501/20150112_091634.json
吳秉叡,79408,"2015-01-08 09:30:44",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79408/1M,8/2718/201501/20150108_093044.json
吳秉叡,79312,"2015-01-07 09:44:20",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79312/1M,8/2718/201501/20150107_094420.json
呂玉玲,79611,"2015-01-15 11:11:46",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79611/1M,8/2765/201501/20150115_111146.json
呂玉玲,79366,"2015-01-07 11:40:36",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79366/1M,8/2765/201501/20150107_114036.json
呂學樟,79578,"2015-01-14 12:25:53",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79578/1M,8/2767/201501/20150114_122553.json
呂學樟,79555,"2015-01-14 09:43:08",立法院第8屆第6會期司法及法制委員會第26次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79555/1M,8/2767/201501/20150114_094308.json
呂學樟,79486,"2015-01-12 10:16:38",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79486/1M,8/2767/201501/20150112_101638.json
呂學樟,79271,"2015-01-05 11:25:27",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79271/1M,8/2767/201501/20150105_112527.json
呂學樟,79284,"2015-01-05 09:40:51",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79284/1M,8/2767/201501/20150105_094051.json
呂學樟,79279,"2015-01-05 09:05:20",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79279/1M,8/2767/201501/20150105_090520.json
李昆澤,79689,"2015-01-21 09:23:16",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79689/1M,8/2752/201501/20150121_092316.json
李昆澤,79592,"2015-01-15 09:39:13",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79592/1M,8/2752/201501/20150115_093913.json
李昆澤,79403,"2015-01-08 09:30:37",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79403/1M,8/2752/201501/20150108_093037.json
李昆澤,79398,"2015-01-07 15:14:24",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79398/1M,8/2752/201501/20150107_151424.json
李昆澤,79310,"2015-01-07 09:30:39",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79310/1M,8/2752/201501/20150107_093039.json
李昆澤,79220,"2015-01-05 09:17:13",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79220/1M,8/2752/201501/20150105_091713.json
李俊俋,79643,"2015-01-19 11:29:08",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79643/1M,8/2766/201501/20150119_112908.json
李俊俋,79577,"2015-01-14 11:55:41",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79577/1M,8/2766/201501/20150114_115541.json
李俊俋,79530,"2015-01-12 16:08:10",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79530/1M,8/2766/201501/20150112_160810.json
李俊俋,79432,"2015-01-08 10:43:15",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79432/1M,8/2766/201501/20150108_104315.json
李俊俋,79264,"2015-01-05 09:50:02",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79264/1M,8/2766/201501/20150105_095002.json
李桐豪,79674,"2015-01-20 17:08:58",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79674/1M,8/2714/201501/20150120_170858.json
李桐豪,79647,"2015-01-19 12:30:00",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79647/1M,8/2714/201501/20150119_123000.json
李桐豪,79591,"2015-01-15 09:48:24",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79591/1M,8/2714/201501/20150115_094824.json
李桐豪,79561,"2015-01-14 10:02:24",立法院第8屆第6會期經濟、司法及法制兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79561/1M,8/2714/201501/20150114_100224.json
李桐豪,79522,"2015-01-12 12:33:17",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79522/1M,8/2714/201501/20150112_123317.json
李桐豪,79477,"2015-01-12 09:30:24",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79477/1M,8/2714/201501/20150112_093024.json
李桐豪,79467,"2015-01-09 09:32:07",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79467/1M,8/2714/201501/20150109_093207.json
李桐豪,79385,"2015-01-07 12:20:08",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79385/1M,8/2714/201501/20150107_122008.json
李桐豪,79387,"2015-01-07 12:19:52",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79387/1M,8/2714/201501/20150107_121952.json
李桐豪,79368,"2015-01-07 11:51:22",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79368/1M,8/2714/201501/20150107_115122.json
李桐豪,79343,"2015-01-07 10:49:19",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79343/1M,8/2714/201501/20150107_104919.json
李桐豪,79295,"2015-01-06 17:00:42",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79295/1M,8/2714/201501/20150106_170042.json
李桐豪,79218,"2015-01-05 09:25:29",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79218/1M,8/2714/201501/20150105_092529.json
李貴敏,79752,"2015-01-23 22:02:55",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79752/1M,8/2772/201501/20150123_220255.json
李貴敏,79673,"2015-01-20 17:07:18",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79673/1M,8/2772/201501/20150120_170718.json
李貴敏,79641,"2015-01-19 10:54:40",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79641/1M,8/2772/201501/20150119_105440.json
李貴敏,79629,"2015-01-16 16:07:07",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79629/1M,8/2772/201501/20150116_160707.json
李貴敏,79621,"2015-01-16 09:11:57",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79621/1M,8/2772/201501/20150116_091157.json
李貴敏,79574,"2015-01-14 11:07:41",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79574/1M,8/2772/201501/20150114_110741.json
李貴敏,79558,"2015-01-14 10:26:55",立法院第8屆第6會期司法及法制委員會第26次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79558/1M,8/2772/201501/20150114_102655.json
李貴敏,79552,"2015-01-13 17:19:17",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79552/1M,8/2772/201501/20150113_171917.json
李貴敏,79517,"2015-01-12 11:50:18",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79517/1M,8/2772/201501/20150112_115018.json
李貴敏,79478,"2015-01-12 09:30:04",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79478/1M,8/2772/201501/20150112_093004.json
李貴敏,79457,"2015-01-09 09:08:54",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79457/1M,8/2772/201501/20150109_090854.json
李貴敏,79298,"2015-01-06 17:04:06",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79298/1M,8/2772/201501/20150106_170406.json
李貴敏,79307,"2015-01-06 15:06:44",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79307/1M,8/2772/201501/20150106_150644.json
李貴敏,79288,"2015-01-06 09:12:11",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79288/1M,8/2772/201501/20150106_091211.json
李貴敏,79257,"2015-01-05 11:49:31",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79257/1M,8/2772/201501/20150105_114931.json
李貴敏,79256,"2015-01-05 11:34:51",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79256/1M,8/2772/201501/20150105_113451.json
李貴敏,79283,"2015-01-05 09:29:09",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79283/1M,8/2772/201501/20150105_092909.json
李慶華,79630,"2015-01-19 09:35:01",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79630/1M,8/2790/201501/20150119_093501.json
李應元,79708,"2015-01-21 10:52:21",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79708/1M,8/2760/201501/20150121_105221.json
李應元,79415,"2015-01-08 10:26:41",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79415/1M,8/2760/201501/20150108_102641.json
李應元,79347,"2015-01-07 10:53:47",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79347/1M,8/2760/201501/20150107_105347.json
李鴻鈞,79314,"2015-01-07 09:44:18",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79314/1M,8/2711/201501/20150107_094418.json
李鴻鈞,79246,"2015-01-05 10:50:43",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79246/1M,8/2711/201501/20150105_105043.json
周倪安,79740,"2015-01-23 14:15:44",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79740/1M,8/2815/201501/20150123_141544.json
周倪安,79717,"2015-01-21 11:35:32",立法院第8屆第6會期內政委員會第35次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79717/1M,8/2815/201501/20150121_113532.json
周倪安,79672,"2015-01-20 17:05:58",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79672/1M,8/2815/201501/20150120_170558.json
周倪安,79670,"2015-01-20 17:03:13",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79670/1M,8/2815/201501/20150120_170313.json
周倪安,79655,"2015-01-19 12:57:16",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79655/1M,8/2815/201501/20150119_125716.json
周倪安,79640,"2015-01-19 10:39:15",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79640/1M,8/2815/201501/20150119_103915.json
周倪安,79572,"2015-01-14 10:44:48",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79572/1M,8/2815/201501/20150114_104448.json
周倪安,79528,"2015-01-12 15:42:07",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79528/1M,8/2815/201501/20150112_154207.json
周倪安,79508,"2015-01-12 11:53:01",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79508/1M,8/2815/201501/20150112_115301.json
周倪安,79464,"2015-01-09 09:38:59",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79464/1M,8/2815/201501/20150109_093859.json
周倪安,79439,"2015-01-08 11:52:10",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79439/1M,8/2815/201501/20150108_115210.json
周倪安,79440,"2015-01-08 11:24:02",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79440/1M,8/2815/201501/20150108_112402.json
周倪安,79428,"2015-01-08 09:51:31",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79428/1M,8/2815/201501/20150108_095131.json
周倪安,79395,"2015-01-07 15:01:07",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79395/1M,8/2815/201501/20150107_150107.json
周倪安,79390,"2015-01-07 14:43:39",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79390/1M,8/2815/201501/20150107_144339.json
周倪安,79299,"2015-01-06 17:05:38",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79299/1M,8/2815/201501/20150106_170538.json
周倪安,79255,"2015-01-05 11:24:08",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79255/1M,8/2815/201501/20150105_112408.json
周倪安,79267,"2015-01-05 10:31:36",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79267/1M,8/2815/201501/20150105_103136.json
林岱樺,79631,"2015-01-19 09:46:47",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79631/1M,8/2791/201501/20150119_094647.json
林岱樺,79325,"2015-01-07 09:20:06",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79325/1M,8/2791/201501/20150107_092006.json
林郁方,79598,"2015-01-15 10:23:25",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79598/1M,8/2715/201501/20150115_102325.json
林郁方,79483,"2015-01-12 10:04:44",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79483/1M,8/2715/201501/20150112_100444.json
林郁方,79322,"2015-01-07 10:23:05",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79322/1M,8/2715/201501/20150107_102305.json
林郁方,79230,"2015-01-05 10:12:01",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79230/1M,8/2715/201501/20150105_101201.json
林國正,79707,"2015-01-21 10:45:49",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79707/1M,8/2774/201501/20150121_104549.json
