立法委員,影片編號,影片日期,影片標題,觀看網址,影片資訊
陳歐珀,79473,"2015-01-12 09:19:51",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79473/1M,8/2803/201501/20150112_091951.json
陳歐珀,79463,"2015-01-09 09:35:32",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79463/1M,8/2803/201501/20150109_093532.json
陳歐珀,79316,"2015-01-07 10:00:14",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79316/1M,8/2803/201501/20150107_100014.json
陳歐珀,79401,"2015-01-07 09:53:56",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79401/1M,8/2803/201501/20150107_095356.json
陳歐珀,79291,"2015-01-06 09:21:58",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79291/1M,8/2803/201501/20150106_092158.json
陳歐珀,79219,"2015-01-05 09:36:17",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79219/1M,8/2803/201501/20150105_093617.json
陳學聖,79605,"2015-01-15 10:47:09",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79605/1M,8/2810/201501/20150115_104709.json
陳學聖,79618,"2015-01-15 09:11:19",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79618/1M,8/2810/201501/20150115_091119.json
陳學聖,79249,"2015-01-05 11:00:27",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79249/1M,8/2810/201501/20150105_110027.json
陳鎮湘,79684,"2015-01-20 17:20:55",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79684/1M,8/2804/201501/20150120_172055.json
陳鎮湘,79597,"2015-01-15 10:12:38",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79597/1M,8/2804/201501/20150115_101238.json
陳鎮湘,79487,"2015-01-12 10:27:26",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79487/1M,8/2804/201501/20150112_102726.json
陳鎮湘,79354,"2015-01-07 11:15:43",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79354/1M,8/2804/201501/20150107_111543.json
陳鎮湘,79240,"2015-01-05 10:25:01",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79240/1M,8/2804/201501/20150105_102501.json
曾巨威,79715,"2015-01-21 11:26:37",立法院第8屆第6會期財政委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79715/1M,8/2811/201501/20150121_112637.json
曾巨威,79584,"2015-01-14 15:23:49",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79584/1M,8/2811/201501/20150114_152349.json
曾巨威,79511,"2015-01-12 11:59:17",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79511/1M,8/2811/201501/20150112_115917.json
曾巨威,79498,"2015-01-12 10:55:25",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79498/1M,8/2811/201501/20150112_105525.json
曾巨威,79360,"2015-01-07 11:28:31",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79360/1M,8/2811/201501/20150107_112831.json
費鴻泰,79663,"2015-01-20 12:25:58",第8屆第6會期程序委員會第19次會議,http://ivod.ly.gov.tw/Play/VOD/79663/1M,8/2825/201501/20150120_122558.json
費鴻泰,79419,"2015-01-08 10:37:14",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79419/1M,8/2825/201501/20150108_103714.json
費鴻泰,79353,"2015-01-07 11:18:21",立法院第8屆第6會期財政委員會第20次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79353/1M,8/2825/201501/20150107_111821.json
黃志雄,79441,"2015-01-08 11:35:53",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79441/1M,8/2826/201501/20150108_113553.json
黃志雄,79365,"2015-01-07 11:27:32",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79365/1M,8/2826/201501/20150107_112732.json
黃昭順,79651,"2015-01-19 11:54:55",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79651/1M,8/2721/201501/20150119_115455.json
黃昭順,79559,"2015-01-14 09:37:08",立法院第8屆第6會期經濟、司法及法制兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79559/1M,8/2721/201501/20150114_093708.json
黃昭順,79490,"2015-01-12 09:22:39",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79490/1M,8/2721/201501/20150112_092239.json
黃昭順,79326,"2015-01-07 09:32:11",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79326/1M,8/2721/201501/20150107_093211.json
黃偉哲,79702,"2015-01-21 09:48:26",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79702/1M,8/2805/201501/20150121_094826.json
黃偉哲,79632,"2015-01-19 10:04:30",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79632/1M,8/2805/201501/20150119_100430.json
黃偉哲,79560,"2015-01-14 09:49:04",立法院第8屆第6會期經濟、司法及法制兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79560/1M,8/2805/201501/20150114_094904.json
黃偉哲,79507,"2015-01-12 11:43:53",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79507/1M,8/2805/201501/20150112_114353.json
黃偉哲,79494,"2015-01-12 10:13:14",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79494/1M,8/2805/201501/20150112_101314.json
黃偉哲,79330,"2015-01-07 10:22:24",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79330/1M,8/2805/201501/20150107_102224.json
楊玉欣,79730,"2015-01-22 15:45:52",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79730/1M,8/2722/201501/20150122_154552.json
楊玉欣,79336,"2015-01-07 09:38:42",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79336/1M,8/2722/201501/20150107_093842.json
楊玉欣,79306,"2015-01-06 17:14:47",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79306/1M,8/2722/201501/20150106_171447.json
楊應雄,79585,"2015-01-15 09:24:43",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79585/1M,8/2806/201501/20150115_092443.json
楊應雄,79481,"2015-01-12 09:53:25",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79481/1M,8/2806/201501/20150112_095325.json
楊應雄,79384,"2015-01-07 12:23:15",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79384/1M,8/2806/201501/20150107_122315.json
楊應雄,79222,"2015-01-05 09:47:57",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79222/1M,8/2806/201501/20150105_094757.json
楊曜,79445,"2015-01-08 15:19:52",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79445/1M,8/2723/201501/20150108_151952.json
楊曜,79378,"2015-01-07 11:45:39",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79378/1M,8/2723/201501/20150107_114539.json
楊瓊瓔,79705,"2015-01-21 10:30:18",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79705/1M,8/2807/201501/20150121_103018.json
楊瓊瓔,79664,"2015-01-20 14:37:11",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79664/1M,8/2807/201501/20150120_143711.json
楊瓊瓔,79650,"2015-01-19 11:40:14",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79650/1M,8/2807/201501/20150119_114014.json
楊瓊瓔,79562,"2015-01-14 10:13:53",立法院第8屆第6會期經濟、司法及法制兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79562/1M,8/2807/201501/20150114_101353.json
楊瓊瓔,79495,"2015-01-12 10:26:31",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79495/1M,8/2807/201501/20150112_102631.json
楊瓊瓔,79329,"2015-01-07 10:09:46",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79329/1M,8/2807/201501/20150107_100946.json
楊麗環,79690,"2015-01-21 09:36:03",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79690/1M,8/2724/201501/20150121_093603.json
楊麗環,79600,"2015-01-15 10:20:37",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79600/1M,8/2724/201501/20150115_102037.json
楊麗環,79423,"2015-01-08 10:38:04",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79423/1M,8/2724/201501/20150108_103804.json
楊麗環,79356,"2015-01-07 11:16:28",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79356/1M,8/2724/201501/20150107_111628.json
楊麗環,79228,"2015-01-05 09:57:54",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79228/1M,8/2724/201501/20150105_095754.json
葉宜津,79732,"2015-01-22 16:15:07",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79732/1M,8/2808/201501/20150122_161507.json
葉宜津,79731,"2015-01-22 15:50:36",第8屆第6會期第19次會議,http://ivod.ly.gov.tw/Play/VOD/79731/1M,8/2808/201501/20150122_155036.json
葉宜津,79698,"2015-01-21 10:31:12",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79698/1M,8/2808/201501/20150121_103112.json
葉宜津,79586,"2015-01-15 09:11:05",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79586/1M,8/2808/201501/20150115_091105.json
葉宜津,79404,"2015-01-08 09:43:19",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79404/1M,8/2808/201501/20150108_094319.json
葉宜津,79399,"2015-01-07 15:18:48",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79399/1M,8/2808/201501/20150107_151848.json
葉宜津,79308,"2015-01-07 09:01:23",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79308/1M,8/2808/201501/20150107_090123.json
葉宜津,79227,"2015-01-05 09:43:56",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79227/1M,8/2808/201501/20150105_094356.json
葉津鈴,79703,"2015-01-21 10:03:43",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79703/1M,8/2822/201501/20150121_100343.json
葉津鈴,79653,"2015-01-19 12:21:23",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79653/1M,8/2822/201501/20150119_122123.json
葉津鈴,79553,"2015-01-13 17:01:09",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79553/1M,8/2822/201501/20150113_170109.json
葉津鈴,79516,"2015-01-12 11:38:36",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79516/1M,8/2822/201501/20150112_113836.json
葉津鈴,79460,"2015-01-09 09:19:05",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79460/1M,8/2822/201501/20150109_091905.json
葉津鈴,79394,"2015-01-07 14:50:42",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79394/1M,8/2822/201501/20150107_145042.json
葉津鈴,79372,"2015-01-07 11:14:47",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79372/1M,8/2822/201501/20150107_111447.json
詹凱臣,79628,"2015-01-16 09:35:04",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79628/1M,8/2745/201501/20150116_093504.json
詹凱臣,79608,"2015-01-15 11:09:50",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79608/1M,8/2745/201501/20150115_110950.json
詹凱臣,79503,"2015-01-12 11:23:12",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79503/1M,8/2745/201501/20150112_112312.json
詹凱臣,79456,"2015-01-09 09:05:45",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79456/1M,8/2745/201501/20150109_090545.json
詹凱臣,79369,"2015-01-07 11:56:35",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79369/1M,8/2745/201501/20150107_115635.json
詹凱臣,79289,"2015-01-06 09:15:33",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79289/1M,8/2745/201501/20150106_091533.json
詹凱臣,79242,"2015-01-05 10:35:32",立法院第8屆第6會期外交及國防委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79242/1M,8/2745/201501/20150105_103532.json
廖正井,79637,"2015-01-19 09:58:54",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79637/1M,8/2725/201501/20150119_095854.json
廖正井,79620,"2015-01-16 09:08:28",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79620/1M,8/2725/201501/20150116_090828.json
廖正井,79556,"2015-01-14 09:56:23",立法院第8屆第6會期司法及法制委員會第26次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79556/1M,8/2725/201501/20150114_095623.json
廖正井,79468,"2015-01-12 09:10:51",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79468/1M,8/2725/201501/20150112_091051.json
廖正井,79277,"2015-01-05 09:17:25",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79277/1M,8/2725/201501/20150105_091725.json
廖國棟,79537,"2015-01-12 17:37:41",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79537/1M,8/2726/201501/20150112_173741.json
廖國棟,79513,"2015-01-12 11:00:24",立法院第8屆第6會期經濟、財政兩委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79513/1M,8/2726/201501/20150112_110024.json
廖國棟,79328,"2015-01-07 09:59:16",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79328/1M,8/2726/201501/20150107_095916.json
管碧玲,79714,"2015-01-21 11:17:48",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79714/1M,8/2727/201501/20150121_111748.json
管碧玲,79612,"2015-01-15 11:26:07",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79612/1M,8/2727/201501/20150115_112607.json
管碧玲,79606,"2015-01-15 10:33:43",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79606/1M,8/2727/201501/20150115_103343.json
管碧玲,79509,"2015-01-12 12:03:50",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79509/1M,8/2727/201501/20150112_120350.json
管碧玲,79472,"2015-01-12 09:26:30",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79472/1M,8/2727/201501/20150112_092630.json
管碧玲,79442,"2015-01-08 11:44:18",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79442/1M,8/2727/201501/20150108_114418.json
管碧玲,79418,"2015-01-08 10:24:04",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79418/1M,8/2727/201501/20150108_102404.json
管碧玲,79397,"2015-01-07 15:07:52",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79397/1M,8/2727/201501/20150107_150752.json
管碧玲,79344,"2015-01-07 10:10:39",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79344/1M,8/2727/201501/20150107_101039.json
管碧玲,79248,"2015-01-05 10:45:13",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79248/1M,8/2727/201501/20150105_104513.json
管碧玲,79244,"2015-01-05 10:23:43",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79244/1M,8/2727/201501/20150105_102343.json
趙天麟,79475,"2015-01-12 09:29:58",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79475/1M,8/2746/201501/20150112_092958.json
趙天麟,79444,"2015-01-08 15:11:28",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79444/1M,8/2746/201501/20150108_151128.json
趙天麟,79379,"2015-01-07 11:54:48",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79379/1M,8/2746/201501/20150107_115448.json
劉建國,79455,"2015-01-08 17:11:35",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79455/1M,8/2728/201501/20150108_171135.json
劉建國,79339,"2015-01-07 10:12:18",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79339/1M,8/2728/201501/20150107_101218.json
劉櫂豪,79694,"2015-01-21 10:01:39",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79694/1M,8/2763/201501/20150121_100139.json
劉櫂豪,79683,"2015-01-20 17:19:45",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79683/1M,8/2763/201501/20150120_171945.json
劉櫂豪,79615,"2015-01-15 12:02:56",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79615/1M,8/2763/201501/20150115_120256.json
劉櫂豪,79599,"2015-01-15 10:07:51",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79599/1M,8/2763/201501/20150115_100751.json
劉櫂豪,79424,"2015-01-08 10:57:49",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79424/1M,8/2763/201501/20150108_105749.json
劉櫂豪,79377,"2015-01-07 12:04:41",立法院第8屆第6會期經濟委員會第18次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79377/1M,8/2763/201501/20150107_120441.json
劉櫂豪,79346,"2015-01-07 10:38:09",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79346/1M,8/2763/201501/20150107_103809.json
劉櫂豪,79254,"2015-01-05 11:16:10",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79254/1M,8/2763/201501/20150105_111610.json
潘維剛,79676,"2015-01-20 17:11:28",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79676/1M,8/2792/201501/20150120_171128.json
潘維剛,79421,"2015-01-08 10:39:12",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79421/1M,8/2792/201501/20150108_103912.json
潘維剛,79223,"2015-01-05 09:27:21",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79223/1M,8/2792/201501/20150105_092721.json
蔡正元,79523,"2015-01-12 12:41:52",立法院第8屆第6會期財政委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79523/1M,8/2794/201501/20150112_124152.json
蔡其昌,79697,"2015-01-21 10:15:30",立法院第8屆第6會期交通委員會第17次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79697/1M,8/2795/201501/20150121_101530.json
蔡其昌,79593,"2015-01-15 09:53:24",立法院第8屆第6會期交通委員會第16次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79593/1M,8/2795/201501/20150115_095324.json
蔡其昌,79417,"2015-01-08 10:10:13",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79417/1M,8/2795/201501/20150108_101013.json
蔡其昌,79345,"2015-01-07 10:24:50",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79345/1M,8/2795/201501/20150107_102450.json
蔡其昌,79245,"2015-01-05 10:36:29",立法院第8屆第6會期交通委員會第14次全體委員會議議事日程,http://ivod.ly.gov.tw/Play/VOD/79245/1M,8/2795/201501/20150105_103629.json
蔡煌瑯,79594,"2015-01-15 09:59:54",立法院第8屆第6會期外交及國防委員會第32次全體委員會議〈增列議程〉,http://ivod.ly.gov.tw/Play/VOD/79594/1M,8/2796/201501/20150115_095954.json
蔡煌瑯,79525,"2015-01-12 09:41:07",立法院第8屆第6會期外交及國防委員會第31次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79525/1M,8/2796/201501/20150112_094107.json
蔡煌瑯,79320,"2015-01-07 10:08:18",立法院第8屆第6會期外交及國防委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79320/1M,8/2796/201501/20150107_100818.json
蔡錦隆,79540,"2015-01-13 17:04:25",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79540/1M,8/2827/201501/20150113_170425.json
蔡錦隆,79449,"2015-01-08 16:10:56",立法院第8屆第6會期社會福利及衛生環境委員會第30次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79449/1M,8/2827/201501/20150108_161056.json
蔡錦隆,79359,"2015-01-07 11:25:47",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79359/1M,8/2827/201501/20150107_112547.json
蔣乃辛,79679,"2015-01-20 17:14:26",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79679/1M,8/2793/201501/20150120_171426.json
蔣乃辛,79616,"2015-01-15 12:13:13",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79616/1M,8/2793/201501/20150115_121313.json
蔣乃辛,79596,"2015-01-15 10:03:04",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79596/1M,8/2793/201501/20150115_100304.json
蔣乃辛,79542,"2015-01-13 17:07:25",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79542/1M,8/2793/201501/20150113_170725.json
蔣乃辛,79482,"2015-01-12 09:52:28",立法院第8屆第6會期司法及法制、教育及文化委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79482/1M,8/2793/201501/20150112_095228.json
蔣乃辛,79405,"2015-01-08 09:23:57",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79405/1M,8/2793/201501/20150108_092357.json
蔣乃辛,79318,"2015-01-07 09:59:46",立法院第8屆第6會期教育及文化委員會第21次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79318/1M,8/2793/201501/20150107_095946.json
蔣乃辛,79300,"2015-01-06 17:06:47",第8屆第6會期第16次會議,http://ivod.ly.gov.tw/Play/VOD/79300/1M,8/2793/201501/20150106_170647.json
鄭天財(Sra．Kacaw),79638,"2015-01-19 10:12:54",立法院第8屆第6會期內政、司法及法制委員會第4次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79638/1M,8/2797/201501/20150119_101254.json
鄭天財(Sra．Kacaw),79613,"2015-01-15 11:40:13",立法院第8屆第6會期教育及文化委員會第22次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79613/1M,8/2797/201501/20150115_114013.json
鄭天財(Sra．Kacaw),79569,"2015-01-14 10:02:39",立法院第8屆第6會期內政、司法及法制委員會第2次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79569/1M,8/2797/201501/20150114_100239.json
鄭天財(Sra．Kacaw),79534,"2015-01-12 16:58:18",立法院第8屆第6會期內政委員會第34次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79534/1M,8/2797/201501/20150112_165818.json
鄭天財(Sra．Kacaw),79425,"2015-01-08 11:11:27",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79425/1M,8/2797/201501/20150108_111127.json
鄭天財(Sra．Kacaw),79431,"2015-01-08 10:30:23",立法院第8屆第6會期內政委員會第33次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79431/1M,8/2797/201501/20150108_103023.json
鄭天財(Sra．Kacaw),79269,"2015-01-05 10:57:28",立法院第8屆第6會期內政、司法及法制委員會第1次聯席會議,http://ivod.ly.gov.tw/Play/VOD/79269/1M,8/2797/201501/20150105_105728.json
鄭天財(Sra．Kacaw),79282,"2015-01-05 10:31:28",立法院第8屆第6會期司法及法制委員會第24次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79282/1M,8/2797/201501/20150105_103128.json
鄭汝芬,79657,"2015-01-19 13:20:52",立法院第8屆第6會期經濟委員會第19次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79657/1M,8/2798/201501/20150119_132052.json
鄭汝芬,79626,"2015-01-16 09:28:33",第8屆第6會期第18次會議,http://ivod.ly.gov.tw/Play/VOD/79626/1M,8/2798/201501/20150116_092833.json
鄭汝芬,79541,"2015-01-13 17:05:45",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79541/1M,8/2798/201501/20150113_170545.json
鄭汝芬,79465,"2015-01-09 09:41:48",第8屆第6會期第17次會議,http://ivod.ly.gov.tw/Play/VOD/79465/1M,8/2798/201501/20150109_094148.json
鄭汝芬,79364,"2015-01-07 11:42:40",立法院第8屆第6會期交通委員會第14次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79364/1M,8/2798/201501/20150107_114240.json
鄭汝芬,79341,"2015-01-07 10:33:17",立法院第8屆第6會期社會福利及衛生環境委員會第29次全體委員會議,http://ivod.ly.gov.tw/Play/VOD/79341/1M,8/2798/201501/20150107_103317.json
